"id","sensor","time","data","session","sensor_data","sessionsecond","hedeflenen"
"2005940","co2","23/5/2024 12:31:52","0","3568","0","104",
"2005941","o","23/5/2024 12:31:53","21.5","3568","7049","105",
"2005942","temp","23/5/2024 12:31:53","24.81","3568","16259","105",
"2005943","pressure","23/5/2024 12:31:53","4.7","3568","288","105",
"2005944","co2","23/5/2024 12:31:53","0","3568","0","105",
"2005945","o","23/5/2024 12:31:54","21.5","3568","7041","106",
"2005946","temp","23/5/2024 12:31:54","24.87","3568","16299","106",
"2005947","pressure","23/5/2024 12:31:54","4.83","3568","296","106",
"2005948","co2","23/5/2024 12:31:54","0","3568","0","106",
"2005949","o","23/5/2024 12:31:55","21.5","3568","7049","107",
"2005950","temp","23/5/2024 12:31:55","24.85","3568","16283","107",
"2005951","pressure","23/5/2024 12:31:55","4.7","3568","288","107",
"2005952","co2","23/5/2024 12:31:55","0","3568","0","107",
"2005953","o","23/5/2024 12:31:56","21.5","3568","7041","108",
"2005954","temp","23/5/2024 12:31:56","24.87","3568","16299","108",
"2005955","pressure","23/5/2024 12:31:56","4.83","3568","296","108",
"2005956","co2","23/5/2024 12:31:56","0","3568","0","108",
"2005957","o","23/5/2024 12:31:57","21.6","3568","7065","109",
"2005958","temp","23/5/2024 12:31:57","24.87","3568","16299","109",
"2005959","pressure","23/5/2024 12:31:57","4.83","3568","296","109",
"2005960","co2","23/5/2024 12:31:57","0","3568","0","109",
"2005961","o","23/5/2024 12:31:58","21.5","3568","7049","110",
"2005962","temp","23/5/2024 12:31:58","24.94","3568","16347","110",
"2005963","pressure","23/5/2024 12:31:58","4.7","3568","288","110",
"2005964","co2","23/5/2024 12:31:58","0","3568","0","110",
"2005965","o","23/5/2024 12:31:59","21.6","3568","7065","111",
"2005966","temp","23/5/2024 12:31:59","24.94","3568","16347","111",
"2005967","pressure","23/5/2024 12:31:59","4.83","3568","296","111",
"2005968","co2","23/5/2024 12:31:59","0","3568","0","111",
"2005969","o","23/5/2024 12:32:00","21.6","3568","7065","112",
"2005970","temp","23/5/2024 12:32:00","24.88","3568","16307","112",
"2005971","pressure","23/5/2024 12:32:00","4.83","3568","296","112",
"2005972","co2","23/5/2024 12:32:00","0","3568","0","112",
"2005973","o","23/5/2024 12:32:01","21.6","3568","7081","113",
"2005974","temp","23/5/2024 12:32:01","24.93","3568","16339","113",
"2005975","pressure","23/5/2024 12:32:01","4.83","3568","296","113",
"2005976","co2","23/5/2024 12:32:01","0","3568","0","113",
"2005977","o","23/5/2024 12:32:02","21.6","3568","7065","114",
"2005978","temp","23/5/2024 12:32:02","24.91","3568","16323","114",
"2005979","pressure","23/5/2024 12:32:02","4.83","3568","296","114",
"2005980","co2","23/5/2024 12:32:02","0","3568","0","114",
"2005981","o","23/5/2024 12:32:03","21.6","3568","7065","115",
"2005982","temp","23/5/2024 12:32:03","24.97","3568","16363","115",
"2005983","pressure","23/5/2024 12:32:03","4.83","3568","296","115",
"2005984","co2","23/5/2024 12:32:03","0","3568","0","115",
"2005985","o","23/5/2024 12:32:04","21.6","3568","7081","116",
"2005986","temp","23/5/2024 12:32:04","24.97","3568","16363","116",
"2005987","pressure","23/5/2024 12:32:04","4.96","3568","304","116",
"2005988","co2","23/5/2024 12:32:04","0","3568","0","116",
"2005989","o","23/5/2024 12:32:05","21.6","3568","7065","117",
"2005990","temp","23/5/2024 12:32:05","24.93","3568","16339","117",
"2005991","pressure","23/5/2024 12:32:05","4.83","3568","296","117",
"2005992","co2","23/5/2024 12:32:05","0","3568","0","117",
"2005993","o","23/5/2024 12:32:06","21.6","3568","7065","118",
"2005994","temp","23/5/2024 12:32:06","24.97","3568","16363","118",
"2005995","pressure","23/5/2024 12:32:06","5.22","3568","320","118",
"2005996","co2","23/5/2024 12:32:06","0","3568","0","118",
"2005997","o","23/5/2024 12:32:07","21.6","3568","7065","119",
"2005998","temp","23/5/2024 12:32:07","24.99","3568","16379","119",
"2005999","pressure","23/5/2024 12:32:07","4.96","3568","304","119",
"2006000","co2","23/5/2024 12:32:07","0","3568","0","119",
"2006001","o","23/5/2024 12:32:08","21.6","3568","7065","120",
"2006002","temp","23/5/2024 12:32:08","24.98","3568","16371","120",
"2006003","pressure","23/5/2024 12:32:08","5.22","3568","320","120",
"2006004","co2","23/5/2024 12:32:08","0","3568","0","120",
"2006005","o","23/5/2024 12:32:09","21.6","3568","7081","121",
"2006006","temp","23/5/2024 12:32:09","24.99","3568","16379","121",
"2006007","pressure","23/5/2024 12:32:09","5.35","3568","328","121",
"2006008","co2","23/5/2024 12:32:09","0","3568","0","121",
"2006009","o","23/5/2024 12:32:10","21.6","3568","7081","122",
"2006010","temp","23/5/2024 12:32:10","24.94","3568","16347","122",
"2006011","pressure","23/5/2024 12:32:10","5.35","3568","328","122",
"2006012","co2","23/5/2024 12:32:10","0","3568","0","122",
"2006013","o","23/5/2024 12:32:11","21.7","3568","7097","123",
"2006014","temp","23/5/2024 12:32:11","24.97","3568","16363","123",
"2006015","pressure","23/5/2024 12:32:11","5.22","3568","320","123",
"2006016","co2","23/5/2024 12:32:11","0","3568","0","123",
"2006017","o","23/5/2024 12:32:12","21.7","3568","7097","124",
"2006018","temp","23/5/2024 12:32:12","24.97","3568","16363","124",
"2006019","pressure","23/5/2024 12:32:12","5.35","3568","328","124",
"2006020","co2","23/5/2024 12:32:12","0","3568","0","124",
"2006021","o","23/5/2024 12:32:13","21.7","3568","7097","125",
"2006022","temp","23/5/2024 12:32:13","24.97","3568","16363","125",
"2006023","pressure","23/5/2024 12:32:13","5.48","3568","336","125",
"2006024","co2","23/5/2024 12:32:13","0","3568","0","125",
"2006025","o","23/5/2024 12:32:14","21.7","3568","7097","126",
"2006026","temp","23/5/2024 12:32:14","24.93","3568","16339","126",
"2006027","pressure","23/5/2024 12:32:14","5.48","3568","336","126",
"2006028","co2","23/5/2024 12:32:14","0","3568","0","126",
"2006029","o","23/5/2024 12:32:15","21.7","3568","7105","127",
"2006030","temp","23/5/2024 12:32:15","24.88","3568","16307","127",
"2006031","pressure","23/5/2024 12:32:15","5.48","3568","336","127",
"2006032","co2","23/5/2024 12:32:15","0","3568","0","127",
"2006033","o","23/5/2024 12:32:16","21.7","3568","7105","128",
"2006034","temp","23/5/2024 12:32:16","24.93","3568","16339","128",
"2006035","pressure","23/5/2024 12:32:16","6","3568","368","128",
"2006036","co2","23/5/2024 12:32:16","0","3568","0","128",
"2006037","o","23/5/2024 12:32:17","21.7","3568","7105","129",
"2006038","temp","23/5/2024 12:32:17","24.87","3568","16299","129",
"2006039","pressure","23/5/2024 12:32:17","6","3568","368","129",
"2006040","co2","23/5/2024 12:32:17","0","3568","0","129",
"2006041","o","23/5/2024 12:32:18","21.7","3568","7097","130",
"2006042","temp","23/5/2024 12:32:18","24.88","3568","16307","130",
"2006043","pressure","23/5/2024 12:32:18","6","3568","368","130",
"2006044","co2","23/5/2024 12:32:18","0","3568","0","130",
"2006045","o","23/5/2024 12:32:19","21.7","3568","7097","131",
"2006046","temp","23/5/2024 12:32:19","24.88","3568","16307","131",
"2006047","pressure","23/5/2024 12:32:19","5.87","3568","360","131",
"2006048","co2","23/5/2024 12:32:19","0","3568","0","131",
"2006049","o","23/5/2024 12:32:20","21.7","3568","7097","132",
"2006050","temp","23/5/2024 12:32:20","24.81","3568","16259","132",
"2006051","pressure","23/5/2024 12:32:20","6.13","3568","376","132",
"2006052","co2","23/5/2024 12:32:20","0","3568","0","132",
"2006053","o","23/5/2024 12:32:21","21.7","3568","7097","133",
"2006054","temp","23/5/2024 12:32:21","24.88","3568","16307","133",
"2006055","pressure","23/5/2024 12:32:21","5.87","3568","360","133",
"2006056","co2","23/5/2024 12:32:21","0","3568","0","133",
"2006057","o","23/5/2024 12:32:22","21.6","3568","7081","134",
"2006058","temp","23/5/2024 12:32:22","24.88","3568","16307","134",
"2006059","pressure","23/5/2024 12:32:22","6.13","3568","376","134",
"2006060","co2","23/5/2024 12:32:22","0","3568","0","134",
"2006061","o","23/5/2024 12:32:23","21.7","3568","7097","135",
"2006062","temp","23/5/2024 12:32:23","24.86","3568","16291","135",
"2006063","pressure","23/5/2024 12:32:23","6.26","3568","384","135",
"2006064","co2","23/5/2024 12:32:23","0","3568","0","135",
"2006065","o","23/5/2024 12:32:24","21.7","3568","7097","136",
"2006066","temp","23/5/2024 12:32:24","24.91","3568","16323","136",
"2006067","pressure","23/5/2024 12:32:24","6.26","3568","384","136",
"2006068","co2","23/5/2024 12:32:24","0","3568","0","136",
"2006069","o","23/5/2024 12:32:25","21.6","3568","7081","137",
"2006070","temp","23/5/2024 12:32:25","24.88","3568","16307","137",
"2006071","pressure","23/5/2024 12:32:25","6.26","3568","384","137",
"2006072","co2","23/5/2024 12:32:25","0","3568","0","137",
"2006073","o","23/5/2024 12:32:26","21.6","3568","7081","138",
"2006074","temp","23/5/2024 12:32:26","24.94","3568","16347","138",
"2006075","pressure","23/5/2024 12:32:26","6.26","3568","384","138",
"2006076","co2","23/5/2024 12:32:26","0","3568","0","138",
"2006077","o","23/5/2024 12:32:27","21.6","3568","7081","139",
"2006078","temp","23/5/2024 12:32:27","24.94","3568","16347","139",
"2006079","pressure","23/5/2024 12:32:27","6.13","3568","376","139",
"2006080","co2","23/5/2024 12:32:27","0","3568","0","139",
"2006081","o","23/5/2024 12:32:28","21.6","3568","7081","140",
"2006082","temp","23/5/2024 12:32:28","24.98","3568","16371","140",
"2006083","pressure","23/5/2024 12:32:28","6.26","3568","384","140",
"2006084","co2","23/5/2024 12:32:28","0","3568","0","140",
"2006085","o","23/5/2024 12:32:29","21.6","3568","7081","141",
"2006086","temp","23/5/2024 12:32:29","24.93","3568","16339","141",
"2006087","pressure","23/5/2024 12:32:29","6.13","3568","376","141",
"2006088","co2","23/5/2024 12:32:29","0","3568","0","141",
"2006089","o","23/5/2024 12:32:30","21.7","3568","7097","142",
"2006090","temp","23/5/2024 12:32:30","24.98","3568","16371","142",
"2006091","pressure","23/5/2024 12:32:30","6.26","3568","384","142",
"2006092","co2","23/5/2024 12:32:30","0","3568","0","142",
"2006093","o","23/5/2024 12:32:31","21.7","3568","7121","143",
"2006094","temp","23/5/2024 12:32:31","24.98","3568","16371","143",
"2006095","pressure","23/5/2024 12:32:31","6.26","3568","384","143",
"2006096","co2","23/5/2024 12:32:31","0","3568","0","143",
"2006097","o","23/5/2024 12:32:32","21.7","3568","7097","144",
"2006098","temp","23/5/2024 12:32:32","24.94","3568","16347","144",
"2006099","pressure","23/5/2024 12:32:32","6.26","3568","384","144",
"2006100","co2","23/5/2024 12:32:32","0","3568","0","144",
"2006101","o","23/5/2024 12:32:33","21.7","3568","7105","145",
"2006102","temp","23/5/2024 12:32:33","25.04","3568","16412","145",
"2006103","pressure","23/5/2024 12:32:33","6.26","3568","384","145",
"2006104","co2","23/5/2024 12:32:33","0","3568","0","145",
"2006105","o","23/5/2024 12:32:34","21.7","3568","7097","146",
"2006106","temp","23/5/2024 12:32:34","24.98","3568","16371","146",
"2006107","pressure","23/5/2024 12:32:34","6.26","3568","384","146",
"2006108","co2","23/5/2024 12:32:34","0","3568","0","146",
"2006109","o","23/5/2024 12:32:35","21.7","3568","7097","147",
"2006110","temp","23/5/2024 12:32:35","24.99","3568","16379","147",
"2006111","pressure","23/5/2024 12:32:35","6.52","3568","400","147",
"2006112","co2","23/5/2024 12:32:35","0","3568","0","147",
"2006113","o","23/5/2024 12:32:36","21.7","3568","7097","148",
"2006114","temp","23/5/2024 12:32:36","25.01","3568","16388","148",
"2006115","pressure","23/5/2024 12:32:36","6.52","3568","400","148",
"2006116","co2","23/5/2024 12:32:36","0","3568","0","148",
"2006117","o","23/5/2024 12:32:37","21.7","3568","7097","149",
"2006118","temp","23/5/2024 12:32:37","25.06","3568","16420","149",
"2006119","pressure","23/5/2024 12:32:37","6.65","3568","408","149",
"2006120","co2","23/5/2024 12:32:37","0","3568","0","149",
"2006121","o","23/5/2024 12:32:38","21.7","3568","7097","150",
"2006122","temp","23/5/2024 12:32:38","25.04","3568","16412","150",
"2006123","pressure","23/5/2024 12:32:38","6.65","3568","408","150",
"2006124","co2","23/5/2024 12:32:38","0","3568","0","150",
"2006125","o","23/5/2024 12:32:39","21.7","3568","7105","151",
"2006126","temp","23/5/2024 12:32:39","24.99","3568","16379","151",
"2006127","pressure","23/5/2024 12:32:39","6.78","3568","416","151",
"2006128","co2","23/5/2024 12:32:39","0","3568","0","151",
"2006129","o","23/5/2024 12:32:40","21.7","3568","7105","152",
"2006130","temp","23/5/2024 12:32:40","25.01","3568","16388","152",
"2006131","pressure","23/5/2024 12:32:40","6.78","3568","416","152",
"2006132","co2","23/5/2024 12:32:40","0","3568","0","152",
"2006133","o","23/5/2024 12:32:41","21.7","3568","7105","153",
"2006134","temp","23/5/2024 12:32:41","25.04","3568","16412","153",
"2006135","pressure","23/5/2024 12:32:41","6.92","3568","424","153",
"2006136","co2","23/5/2024 12:32:41","0","3568","0","153",
"2006137","o","23/5/2024 12:32:42","21.7","3568","7105","154",
"2006138","temp","23/5/2024 12:32:42","24.98","3568","16371","154",
"2006139","pressure","23/5/2024 12:32:42","6.92","3568","424","154",
"2006140","co2","23/5/2024 12:32:42","0","3568","0","154",
"2006141","o","23/5/2024 12:32:43","21.7","3568","7105","155",
"2006142","temp","23/5/2024 12:32:43","24.97","3568","16363","155",
"2006143","pressure","23/5/2024 12:32:43","6.92","3568","424","155",
"2006144","co2","23/5/2024 12:32:43","0","3568","0","155",
"2006145","o","23/5/2024 12:32:44","21.8","3568","7129","156",
"2006146","temp","23/5/2024 12:32:44","24.98","3568","16371","156",
"2006147","pressure","23/5/2024 12:32:44","6.92","3568","424","156",
"2006148","co2","23/5/2024 12:32:44","0","3568","0","156",
"2006149","o","23/5/2024 12:32:45","21.7","3568","7121","157",
"2006150","temp","23/5/2024 12:32:45","25.06","3568","16420","157",
"2006151","pressure","23/5/2024 12:32:45","7.44","3568","456","157",
"2006152","co2","23/5/2024 12:32:45","0","3568","0","157",
"2006153","o","23/5/2024 12:32:46","21.8","3568","7129","158",
"2006154","temp","23/5/2024 12:32:46","24.99","3568","16379","158",
"2006155","pressure","23/5/2024 12:32:46","7.31","3568","448","158",
"2006156","co2","23/5/2024 12:32:46","0","3568","0","158",
"2006157","o","23/5/2024 12:32:47","21.7","3568","7121","159",
"2006158","temp","23/5/2024 12:32:47","24.88","3568","16307","159",
"2006159","pressure","23/5/2024 12:32:47","7.44","3568","456","159",
"2006160","co2","23/5/2024 12:32:47","0","3568","0","159",
"2006161","o","23/5/2024 12:32:48","21.8","3568","7129","160",
"2006162","temp","23/5/2024 12:32:48","24.93","3568","16339","160",
"2006163","pressure","23/5/2024 12:32:48","7.44","3568","456","160",
"2006164","co2","23/5/2024 12:32:48","0","3568","0","160",
"2006165","o","23/5/2024 12:32:49","21.8","3568","7129","161",
"2006166","temp","23/5/2024 12:32:49","24.99","3568","16379","161",
"2006167","pressure","23/5/2024 12:32:49","7.44","3568","456","161",
"2006168","co2","23/5/2024 12:32:49","0","3568","0","161",
"2006169","o","23/5/2024 12:32:50","21.8","3568","7129","162",
"2006170","temp","23/5/2024 12:32:50","24.94","3568","16347","162",
"2006171","pressure","23/5/2024 12:32:50","7.31","3568","448","162",
"2006172","co2","23/5/2024 12:32:50","0","3568","0","162",
"2006173","o","23/5/2024 12:32:51","21.8","3568","7137","163",
"2006174","temp","23/5/2024 12:32:51","24.98","3568","16371","163",
"2006175","pressure","23/5/2024 12:32:51","7.31","3568","448","163",
"2006176","co2","23/5/2024 12:32:51","0","3568","0","163",
"2006177","o","23/5/2024 12:32:52","21.8","3568","7137","164",
"2006178","temp","23/5/2024 12:32:52","24.94","3568","16347","164",
"2006179","pressure","23/5/2024 12:32:52","7.57","3568","464","164",
"2006180","co2","23/5/2024 12:32:52","0","3568","0","164",
"2006181","o","23/5/2024 12:32:53","21.8","3568","7137","165",
"2006182","temp","23/5/2024 12:32:53","24.94","3568","16347","165",
"2006183","pressure","23/5/2024 12:32:53","7.44","3568","456","165",
"2006184","co2","23/5/2024 12:32:53","0","3568","0","165",
"2006185","o","23/5/2024 12:32:54","21.8","3568","7129","166",
"2006186","temp","23/5/2024 12:32:54","25.04","3568","16412","166",
"2006187","pressure","23/5/2024 12:32:54","7.83","3568","480","166",
"2006188","co2","23/5/2024 12:32:54","0","3568","0","166",
"2006189","o","23/5/2024 12:32:55","21.8","3568","7129","167",
"2006190","temp","23/5/2024 12:32:55","24.97","3568","16363","167",
"2006191","pressure","23/5/2024 12:32:55","7.83","3568","480","167",
"2006192","co2","23/5/2024 12:32:55","0","3568","0","167",
"2006193","o","23/5/2024 12:32:56","21.8","3568","7137","168",
"2006194","temp","23/5/2024 12:32:56","24.94","3568","16347","168",
"2006195","pressure","23/5/2024 12:32:56","7.83","3568","480","168",
"2006196","co2","23/5/2024 12:32:56","0","3568","0","168",
"2006197","o","23/5/2024 12:32:57","21.8","3568","7137","169",
"2006198","temp","23/5/2024 12:32:57","24.97","3568","16363","169",
"2006199","pressure","23/5/2024 12:32:57","7.83","3568","480","169",
"2006200","co2","23/5/2024 12:32:57","0","3568","0","169",
"2006201","o","23/5/2024 12:32:58","21.8","3568","7129","170",
"2006202","temp","23/5/2024 12:32:58","24.94","3568","16347","170",
"2006203","pressure","23/5/2024 12:32:58","7.83","3568","480","170",
"2006204","co2","23/5/2024 12:32:58","0","3568","0","170",
"2006205","o","23/5/2024 12:32:59","21.8","3568","7137","171",
"2006206","temp","23/5/2024 12:32:59","24.99","3568","16379","171",
"2006207","pressure","23/5/2024 12:32:59","7.96","3568","488","171",
"2006208","co2","23/5/2024 12:32:59","0","3568","0","171",
"2006209","o","23/5/2024 12:33:00","21.8","3568","7137","172",
"2006210","temp","23/5/2024 12:33:00","24.98","3568","16371","172",
"2006211","pressure","23/5/2024 12:33:00","7.96","3568","488","172",
"2006212","co2","23/5/2024 12:33:00","0","3568","0","172",
